date,cases,pct_pop,never,rarely,sometimes,frequently,always,order_code,daily_cases,rolling_avg_7,rolling_avg_14,pct_chg_7D_avg,pct_chg_14D_avg,pct_chg_daily
2020-04-10,1388,0.0013068929185800061,107268.161,161433.272,99833.734,197543.34600000002,494920.42600000004,2,,,,,,
2020-04-11,1537,0.001447186178571664,107268.161,161433.272,99833.734,197543.34600000002,494920.42600000004,2,149.0,,,,,
2020-04-12,1631,0.0015356933358818374,107268.161,161433.272,99833.734,197543.34600000002,494920.42600000004,2,94.0,,,,,-0.3691275167785235
2020-04-13,1756,0.001653389023794302,107268.161,161433.272,99833.734,197543.34600000002,494920.42600000004,2,125.0,,,,,0.32978723404255317
2020-04-14,1883,0.0017729678427133657,107268.161,161433.272,99833.734,197543.34600000002,494920.42600000004,2,127.0,,,,,0.016000000000000014
2020-04-15,1933,0.0018200461178783517,107268.161,161433.272,99833.734,197543.34600000002,494920.42600000004,2,50.0,,,,,-0.6062992125984252
2020-04-16,2133,0.002008359218538295,107268.161,161433.272,99833.734,197543.34600000002,494920.42600000004,2,200.0,,,,,3.0
2020-04-17,2280,0.002146769347523353,107268.161,161433.272,99833.734,197543.34600000002,494920.42600000004,2,147.0,127.42857142857143,,,,-0.265
2020-04-18,2404,0.002263523469932518,107268.161,161433.272,99833.734,197543.34600000002,494920.42600000004,1,124.0,123.85714285714286,,-0.028026905829596438,,-0.15646258503401356
2020-04-19,2507,0.0023605047167723887,107268.161,161433.272,99833.734,197543.34600000002,494920.42600000004,1,103.0,125.14285714285714,,0.01038062283737018,,-0.16935483870967738
2020-04-20,2647,0.002492323887234349,107268.161,161433.272,99833.734,197543.34600000002,494920.42600000004,1,140.0,127.28571428571429,,0.017123287671233056,,0.35922330097087385
2020-04-21,2768,0.0026062533131336147,107268.161,161433.272,99833.734,197543.34600000002,494920.42600000004,1,121.0,126.42857142857143,,-0.006734006734006814,,-0.13571428571428568
2020-04-22,2868,0.002700409863463586,107268.161,161433.272,99833.734,197543.34600000002,494920.42600000004,1,100.0,133.57142857142858,,0.05649717514124308,,-0.17355371900826444
